Shipment_ID,Shipment_Date,Region,Transport_Mode,Priority,Distance_km,Shipment_Volume_kg,Warehouse_Processing_Hours,Traffic_Level,Weather_Condition,Delivery_Time_Hours
SHP-01235,2025-08-10,West,Sea,Standard,2690,236.53,2.08,Medium,Clear,81.56
SHP-01236,2025-06-15,East,Road,Express,1699,111.18,1.62,High,Clear,39.67
SHP-01237,2025-11-15,North,Air,Standard,1865,447.14,5.39,Low,Clear,16.87
SHP-01238,2025-05-12,South,Air,Standard,1395,203.89,3.82,Low,Clear,11.22
SHP-01239,2025-09-21,West,Air,Express,1391,234.52,3.62,Medium,Rain,18.07
SHP-01240,2025-02-24,South,Road,Express,2663,133.29,7.13,Medium,Clear,54.95
SHP-01241,2025-12-25,South,Sea,Standard,2496,268.41,5.16,High,Clear,85.94
SHP-01242,2025-05-11,South,Road,Express,1782,351.19,3.12,Medium,Clear,41.31
SHP-01243,2025-10-15,North,Road,Standard,948,266.44,3.68,Low,Clear,24.66
SHP-01244,2025-09-23,South,Air,Express,2390,173.52,5.69,Medium,Clear,15.43
SHP-01245,2025-06-11,South,Rail,Standard,534,370.9,5.46,Medium,Clear,14.49
SHP-01246,2025-03-28,North,Air,Standard,852,377.92,0.5,High,Rain,18.85
SHP-01247,2025-02-24,West,Road,Standard,1765,344.77,4.09,Medium,Clear,41.47
SHP-01248,2025-10-15,South,Road,Standard,1965,440.52,3.29,Medium,Rain,48.97
SHP-01249,2025-06-27,West,Air,Standard,1807,176.68,4.71,Medium,Clear,18.14
SHP-01250,2025-12-15,West,Rail,Standard,1859,157.79,0.67,High,Storm,40.71
SHP-01251,2025-01-08,North,Road,Standard,2987,138.19,6.0,Medium,Rain,66.42
SHP-01252,2025-11-17,East,Air,Standard,2341,101.65,4.89,Low,Clear,21.13
SHP-01253,2025-11-09,South,Rail,Standard,1493,156.7,2.39,High,Clear,29.5
SHP-01254,2025-09-04,West,Rail,Standard,2002,168.88,8.24,Medium,Clear,47.72
SHP-01255,2025-11-19,North,Rail,Standard,2913,138.91,1.33,Medium,Storm,52.59
SHP-01256,2025-09-12,East,Air,Express,2370,232.69,3.53,High,Clear,14.36
SHP-01257,2025-11-24,East,Air,Express,1720,77.77,2.06,High,Clear,14.79
SHP-01258,2025-02-23,South,Air,Express,1898,440.45,1.75,High,Clear,21.42
SHP-01259,2025-09-06,North,Road,Standard,569,219.06,2.91,High,Rain,18.12
SHP-01260,2025-08-27,East,Air,Express,1201,289.09,0.73,Low,Clear,7.06
SHP-01261,2025-08-17,East,Air,Standard,1446,106.98,4.89,Medium,Clear,17.08
SHP-01262,2025-03-08,South,Air,Standard,2665,240.69,12.1,Medium,Clear,24.92
SHP-01263,2025-02-20,East,Road,Standard,2735,338.11,1.29,Medium,Clear,59.35
SHP-01264,2025-04-07,South,Sea,Express,2256,269.35,7.07,High,Clear,74.51
SHP-01265,2025-04-02,East,Air,Standard,701,483.39,5.79,High,Clear,15.61
SHP-01266,2025-09-21,North,Road,Standard,2273,298.75,0.91,Medium,Rain,50.01
SHP-01267,2025-10-18,West,Road,Standard,2000,74.71,1.22,High,Rain,45.3
SHP-01268,2025-04-06,South,Sea,Express,2717,176.47,3.49,Low,Rain,84.38
SHP-01269,2025-03-29,South,Road,Standard,260,98.3,4.71,Medium,Clear,13.74
SHP-01270,2025-03-19,North,Sea,Standard,2544,425.17,6.09,Medium,Rain,84.48
SHP-01271,2025-10-15,North,Air,Standard,635,239.1,2.98,Medium,Clear,11.67
SHP-01272,2025-04-30,East,Rail,Standard,216,501.82,3.21,Low,Clear,6.28
SHP-01273,2025-10-29,North,Road,Standard,2557,78.78,1.01,High,Storm,61.68
SHP-01274,2025-06-14,West,Road,Standard,1306,182.24,7.1,Medium,Rain,44.6
SHP-01275,2025-07-01,North,Sea,Express,1255,301.85,5.86,High,Clear,43.45
SHP-01276,2025-08-11,South,Road,Standard,1788,153.15,4.28,Medium,Rain,48.31
SHP-01277,2025-11-07,South,Air,Standard,1102,77.41,3.06,Low,Storm,17.25
SHP-01278,2025-01-07,North,Road,Standard,763,569.42,7.06,Medium,Clear,24.21
SHP-01279,2025-11-26,North,Road,Standard,2938,442.63,1.27,Medium,Clear,57.07
SHP-01280,2025-09-20,South,Road,Standard,2965,153.12,3.67,High,Rain,68.81
SHP-01281,2025-06-10,South,Rail,Standard,737,258.47,9.17,Low,Clear,27.15
SHP-01282,2025-05-31,South,Sea,Standard,379,104.07,1.25,High,Clear,20.25
SHP-01283,2025-03-26,East,Road,Express,1796,167.77,10.53,High,Rain,49.56
SHP-01284,2025-05-27,East,Road,Standard,1257,73.99,5.61,High,Clear,40.2
SHP-01285,2025-04-22,North,Road,Standard,2192,776.52,4.82,Medium,Clear,51.66
SHP-01286,2025-02-05,South,Rail,Express,834,259.45,6.95,High,Clear,19.3
SHP-01287,2025-10-12,West,Road,Standard,2746,174.95,6.16,Medium,Clear,61.41
SHP-01288,2025-07-07,East,Sea,Express,2450,57.75,0.9,Low,Storm,83.8
SHP-01289,2025-03-23,East,Rail,Standard,990,195.86,0.87,Low,Rain,22.48
SHP-01290,2025-01-02,South,Rail,Standard,1338,175.07,2.12,High,Clear,22.24
SHP-01291,2025-10-30,West,Road,Express,1729,133.48,3.9,Low,Storm,43.53
SHP-01292,2025-07-16,West,Sea,Standard,2743,180.43,6.39,Medium,Storm,95.14
SHP-01293,2025-01-11,East,Road,Standard,675,87.63,2.64,Low,Clear,14.4
SHP-01294,2025-08-22,West,Road,Express,188,475.54,1.76,Low,Storm,8.21
SHP-01295,2025-07-14,North,Air,Standard,2813,437.89,5.4,Low,Clear,21.51
SHP-01296,2025-04-29,North,Rail,Standard,811,530.49,2.57,High,Clear,21.11
SHP-01297,2025-01-20,West,Road,Standard,1883,51.33,4.06,Medium,Clear,40.94
SHP-01298,2025-09-18,West,Road,Express,2352,747.23,3.18,High,Rain,54.46
SHP-01299,2025-10-20,North,Air,Express,1605,221.06,1.84,Medium,Clear,8.13
SHP-01300,2025-09-13,North,Road,Standard,725,74.22,1.9,High,Rain,26.02
SHP-01301,2025-08-10,North,Air,Standard,141,94.62,1.25,Medium,Rain,8.94
SHP-01302,2025-08-14,South,Rail,Express,1142,230.49,6.56,Medium,Clear,21.48
SHP-01303,2025-02-22,West,Road,Standard,86,308.22,2.35,Medium,Clear,8.55
SHP-01304,2025-12-21,East,Rail,Standard,1837,153.57,1.79,Medium,Clear,36.14
SHP-01305,2025-12-08,South,Road,Express,2237,166.21,0.67,High,Clear,48.05
SHP-01306,2025-12-30,South,Air,Express,2964,146.65,0.55,Medium,Clear,13.77
SHP-01307,2025-10-07,North,Rail,Express,2777,393.04,1.32,High,Clear,53.06
SHP-01308,2025-03-22,South,Road,Standard,1251,129.35,4.02,High,Clear,37.65
SHP-01309,2025-07-21,East,Rail,Standard,1886,128.42,3.27,Low,Clear,37.65
SHP-01310,2025-06-07,West,Sea,Standard,1944,771.86,2.52,Medium,Clear,64.39
SHP-01311,2025-04-30,West,Road,Standard,186,107.76,1.33,Low,Rain,12.0
SHP-01312,2025-02-28,North,Sea,Standard,2287,79.75,0.61,Medium,Storm,76.63
SHP-01313,2025-08-03,West,Road,Express,1713,232.59,1.8,Medium,Rain,40.48
SHP-01314,2025-05-08,West,Road,Standard,2439,154.39,2.55,High,Clear,55.46
SHP-01315,2025-08-12,West,Road,Express,1632,254.49,4.96,Low,Clear,36.24
SHP-01316,2025-07-28,South,Road,Standard,1021,421.37,0.93,Low,Rain,27.38
SHP-01317,2025-04-25,South,Road,Standard,711,209.13,2.41,Low,Storm,25.99
SHP-01318,2025-07-28,South,Road,Standard,2340,267.58,1.28,Medium,Clear,59.22
SHP-01319,2025-01-14,North,Sea,Standard,1860,447.87,2.07,High,Clear,62.37
SHP-01320,2025-01-09,North,Air,Standard,464,284.85,10.18,High,Clear,16.58
SHP-01321,2025-02-09,North,Air,Express,2804,154.66,1.54,Medium,Rain,17.82
SHP-01322,2025-08-25,South,Road,Express,392,457.9,1.32,High,Clear,13.52
SHP-01323,2025-10-08,East,Road,Standard,2779,316.77,14.18,Medium,Clear,67.76
SHP-01324,2025-12-25,South,Road,Standard,2750,633.74,4.58,Low,Rain,58.13
SHP-01325,2025-07-20,North,Air,Express,195,517.49,4.37,Low,Clear,7.68
SHP-01326,2025-09-03,West,Sea,Standard,372,153.96,1.6,High,Clear,22.87
SHP-01327,2025-10-05,West,Road,Standard,2219,250.86,10.06,Medium,Clear,53.62
SHP-01328,2025-08-23,West,Road,Standard,1325,213.74,0.98,Medium,Clear,33.59
SHP-01329,2025-01-04,West,Rail,Express,1928,51.61,6.12,Medium,Clear,29.94
SHP-01330,2025-06-03,East,Road,Standard,2408,104.65,6.64,Medium,Clear,53.8
SHP-01331,2025-01-29,West,Road,Standard,650,764.28,7.56,High,Clear,27.42
SHP-01332,2025-04-19,North,Rail,Express,524,101.08,8.11,Low,Rain,13.7
SHP-01333,2025-04-08,South,Air,Standard,2667,155.4,2.63,High,Rain,17.35
SHP-01334,2025-08-03,North,Road,Standard,1565,166.26,3.84,Medium,Clear,36.66
SHP-01335,2025-10-20,North,Road,Standard,624,194.21,3.27,Low,Clear,20.67
SHP-01336,2025-03-16,North,Sea,Express,396,171.85,1.42,Medium,Rain,21.48
SHP-01337,2025-11-22,East,Road,Standard,2917,667.0,2.51,Medium,Clear,61.28
SHP-01338,2025-05-26,West,Road,Express,1560,109.01,6.65,Medium,Clear,39.01
SHP-01339,2025-05-08,East,Road,Standard,431,27.42,1.04,Medium,Clear,17.57
SHP-01340,2025-12-07,North,Road,Standard,1353,240.85,5.3,Medium,Clear,38.59
SHP-01341,2025-02-11,West,Road,Express,121,302.53,5.46,High,Clear,12.0
SHP-01342,2025-12-22,East,Air,Standard,2618,376.16,3.37,Medium,Rain,15.42
SHP-01343,2025-02-10,South,Road,Standard,1167,682.42,5.65,Low,Clear,31.69
SHP-01344,2025-02-03,East,Road,Standard,1446,139.57,1.45,Medium,Storm,37.55
SHP-01345,2025-01-17,North,Air,Standard,2436,20.0,1.26,Medium,Clear,12.92
SHP-01346,2025-06-14,South,Rail,Standard,1409,122.72,2.33,Low,Rain,28.16
SHP-01347,2025-06-02,West,Sea,Standard,713,78.34,3.93,High,Clear,31.72
SHP-01348,2025-03-17,South,Sea,Standard,1565,331.23,9.6,Medium,Clear,59.34
SHP-01349,2025-03-28,South,Road,Express,1941,307.75,3.36,High,Clear,46.88
SHP-01350,2025-04-27,West,Air,Standard,89,311.95,2.35,High,Clear,10.72
SHP-01351,2025-12-28,East,Rail,Express,1432,237.63,6.5,Medium,Rain,32.88
SHP-01352,2025-12-08,North,Sea,Standard,2080,178.17,1.1,Medium,Clear,66.57
SHP-01353,2025-01-27,North,Rail,Standard,2671,128.61,0.93,Medium,Clear,47.85
SHP-01354,2025-11-09,North,Sea,Standard,1327,264.86,9.72,Medium,Clear,51.04
SHP-01355,2025-10-14,East,Air,Standard,1015,349.94,1.77,High,Rain,17.0
SHP-01356,2025-05-14,South,Road,Standard,2678,154.55,7.67,High,Clear,63.05
SHP-01357,2025-08-07,North,Rail,Express,1950,116.08,7.1,Low,Rain,36.37
SHP-01358,2025-06-17,West,Sea,Express,2267,236.65,5.81,Medium,Rain,72.43
SHP-01359,2025-04-08,East,Sea,Express,750,163.39,6.48,High,Rain,32.89
SHP-01360,2025-09-25,North,Road,Standard,560,465.93,6.34,Medium,Clear,23.96
SHP-01361,2025-08-25,South,Air,Express,1333,435.71,0.5,High,Clear,8.72
SHP-01362,2025-11-05,East,Road,Standard,633,346.46,4.02,High,Clear,24.09
SHP-01363,2025-06-22,North,Road,Standard,1033,245.35,3.46,Medium,Rain,32.79
SHP-01364,2025-07-09,South,Road,Express,508,370.3,2.12,Medium,Rain,15.82
SHP-01365,2025-05-02,West,Road,Standard,2626,169.17,2.56,Medium,Clear,58.71
SHP-01366,2025-02-15,South,Air,Standard,1955,426.48,2.97,Medium,Rain,16.11
SHP-01367,2025-03-05,East,Road,Standard,2438,477.21,2.61,Medium,Clear,50.85
SHP-01368,2025-05-10,South,Air,Standard,2154,220.48,6.97,Medium,Clear,14.45
SHP-01369,2025-11-06,North,Road,Express,2315,182.8,2.62,High,Clear,54.27
SHP-01370,2025-12-29,North,Road,Standard,2716,285.78,13.85,Low,Storm,67.29
SHP-01371,2025-07-12,South,Road,Express,865,98.45,1.95,Low,Rain,23.58
SHP-01372,2025-11-03,North,Road,Standard,2828,316.98,2.36,Low,Rain,57.16
SHP-01373,2025-06-30,North,Road,Standard,2561,231.32,2.8,Medium,Storm,64.96
SHP-01374,2025-10-19,West,Road,Standard,296,425.18,1.75,Medium,Clear,20.25
SHP-01375,2025-10-09,West,Rail,Standard,779,244.36,2.79,Medium,Storm,20.83
SHP-01376,2025-01-29,West,Road,Standard,2470,217.49,2.08,Low,Clear,48.34
SHP-01377,2025-05-29,West,Road,Express,466,55.94,5.32,Medium,Rain,20.17
SHP-01378,2025-09-24,North,Road,Express,1104,372.88,2.3,Medium,Rain,28.9
SHP-01379,2025-10-23,West,Sea,Express,417,316.37,1.58,Medium,Clear,19.2
SHP-01380,2025-01-11,North,Sea,Express,2656,214.29,2.5,Medium,Clear,79.36
SHP-01381,2025-06-13,West,Rail,Express,157,220.85,3.12,Low,Clear,12.68
SHP-01382,2025-04-23,West,Road,Standard,2681,207.8,2.69,High,Storm,66.73
SHP-01383,2025-07-06,East,Road,Express,888,221.35,14.19,Low,Clear,25.97
SHP-01384,2025-10-22,West,Sea,Standard,467,400.03,4.46,Medium,Clear,22.83
SHP-01385,2025-08-20,East,Road,Standard,1693,402.45,1.21,High,Rain,40.68
SHP-01386,2025-08-15,North,Road,Standard,870,188.15,4.92,Medium,Clear,30.56
SHP-01387,2025-11-06,South,Road,Standard,1471,143.88,3.93,High,Clear,37.43
SHP-01388,2025-04-08,East,Road,Standard,732,278.12,4.57,Low,Clear,24.13
SHP-01389,2025-02-24,North,Road,Express,305,215.18,4.9,Medium,Clear,11.13
SHP-01390,2025-04-21,East,Air,Standard,2877,139.27,7.46,Medium,Rain,22.55
SHP-01391,2025-06-01,West,Road,Standard,887,233.27,2.94,Low,Clear,17.75
SHP-01392,2025-09-03,North,Rail,Standard,2332,325.17,3.14,Medium,Clear,43.95
SHP-01393,2025-03-10,West,Road,Standard,602,50.42,1.91,Medium,Clear,22.65
SHP-01394,2025-11-08,West,Road,Standard,230,835.41,3.75,Medium,Clear,11.8
SHP-01395,2025-10-16,West,Sea,Standard,206,523.43,1.77,High,Storm,18.66
SHP-01396,2025-09-07,West,Road,Standard,1527,132.18,1.48,Low,Rain,38.28
SHP-01397,2025-02-05,East,Air,Standard,620,56.96,9.16,Medium,Clear,11.08
SHP-01398,2025-08-27,West,Rail,Express,906,292.09,3.09,Medium,Clear,22.66
SHP-01399,2025-05-28,East,Road,Express,1834,347.73,4.51,Medium,Clear,38.54
SHP-01400,2025-08-15,North,Sea,Standard,1777,82.39,2.12,High,Clear,58.18
SHP-01401,2025-09-01,South,Road,Standard,1097,694.39,10.33,Medium,Clear,35.98
SHP-01402,2025-12-03,East,Sea,Standard,1546,184.95,2.77,Low,Rain,50.91
SHP-01403,2025-12-31,North,Road,Express,1473,164.44,8.13,Medium,Clear,34.0
SHP-01404,2025-07-20,East,Sea,Standard,641,130.82,4.5,High,Clear,32.95
SHP-01405,2025-06-03,East,Road,Standard,2231,415.46,3.42,Medium,Clear,43.46
SHP-01406,2025-03-14,North,Rail,Express,470,421.61,4.05,Medium,Clear,18.31
SHP-01407,2025-07-20,East,Air,Standard,2310,102.18,3.07,Low,Rain,17.79
SHP-01408,2025-10-23,West,Sea,Standard,2997,213.42,2.94,Low,Clear,89.07
SHP-01409,2025-01-17,South,Sea,Standard,2579,313.8,3.87,Low,Clear,79.01
SHP-01410,2025-05-09,North,Air,Express,397,574.9,0.64,Medium,Clear,8.64
SHP-01411,2025-08-05,North,Sea,Express,215,128.37,2.12,High,Storm,21.73
SHP-01412,2025-03-02,South,Road,Express,986,177.65,5.32,Medium,Clear,29.84
SHP-01413,2025-04-14,West,Road,Standard,397,33.66,5.6,Low,Rain,16.22
SHP-01414,2025-02-11,North,Road,Standard,2946,224.37,12.23,Low,Clear,68.46
SHP-01415,2025-01-25,East,Road,Express,447,344.05,6.12,Medium,Rain,20.51
SHP-01416,2025-02-08,North,Road,Express,632,175.77,5.85,Medium,Rain,23.23
SHP-01417,2025-10-18,South,Rail,Standard,2823,250.21,4.13,Medium,Clear,53.68
SHP-01418,2025-05-11,West,Road,Express,1650,162.26,6.86,Medium,Rain,38.54
SHP-01419,2025-08-17,East,Air,Standard,357,269.19,3.64,Medium,Rain,12.98
SHP-01420,2025-04-18,North,Road,Standard,2895,432.08,3.41,Low,Clear,58.51
SHP-01421,2025-06-21,South,Road,Standard,2816,66.27,3.47,Low,Clear,58.74
SHP-01422,2025-04-12,North,Rail,Standard,2563,47.95,6.77,Low,Clear,48.36
SHP-01423,2025-12-20,South,Air,Express,148,314.79,3.45,Low,Rain,2.59
SHP-01424,2025-01-12,East,Air,Standard,1315,310.4,4.45,Low,Rain,19.01
SHP-01425,2025-10-02,North,Rail,Standard,207,481.13,2.26,Medium,Rain,9.96
SHP-01426,2025-04-11,South,Road,Express,2707,314.95,9.87,High,Rain,64.67
SHP-01427,2025-02-13,South,Rail,Express,603,359.09,2.65,Medium,Rain,20.37
SHP-01428,2025-11-01,West,Road,Standard,700,145.4,3.35,Medium,Clear,22.74
SHP-01429,2025-01-17,West,Road,Standard,2324,457.5,5.81,High,Clear,57.62
SHP-01430,2025-11-26,North,Road,Standard,2520,147.86,7.43,Low,Storm,58.57
SHP-01431,2025-02-26,West,Road,Standard,2340,47.21,3.55,High,Clear,51.45
SHP-01432,2025-11-07,South,Road,Express,2627,109.18,5.32,Medium,Clear,58.24
SHP-01433,2025-10-30,South,Sea,Express,1118,444.95,1.81,Medium,Rain,37.7
SHP-01434,2025-01-12,East,Sea,Standard,1545,233.63,3.94,Medium,Clear,52.96
SHP-01435,2025-11-14,West,Road,Standard,2468,125.46,5.27,Low,Clear,56.71
SHP-01436,2025-03-21,West,Road,Standard,1928,136.37,8.05,High,Clear,47.45
SHP-01437,2025-08-04,East,Road,Express,2749,534.27,1.24,Low,Clear,55.02
SHP-01438,2025-12-05,South,Road,Standard,2786,211.48,1.58,Medium,Storm,64.79
SHP-01439,2025-09-21,West,Sea,Standard,783,307.58,0.87,Medium,Clear,29.78
SHP-01440,2025-05-29,North,Road,Standard,2000,914.77,1.36,Low,Clear,41.7
SHP-01441,2025-03-22,East,Air,Standard,141,134.28,5.77,Low,Clear,8.76
SHP-01442,2025-08-03,South,Road,Standard,2269,530.68,3.9,Low,Clear,46.74
SHP-01443,2025-07-17,East,Sea,Standard,1677,137.41,1.51,Low,Clear,56.2
SHP-01444,2025-07-19,North,Road,Express,1265,301.63,6.88,High,Clear,32.61
SHP-01445,2025-01-25,North,Air,Express,1150,486.93,3.46,Medium,Clear,13.06
SHP-01446,2025-03-30,West,Road,Express,1354,224.45,5.73,Low,Clear,30.38
SHP-01447,2025-09-25,North,Rail,Standard,1437,76.9,3.99,Medium,Clear,26.46
SHP-01448,2025-05-23,South,Road,Standard,228,172.07,3.81,High,Rain,18.05
SHP-01449,2025-02-28,North,Road,Standard,2335,57.36,3.73,Low,Rain,50.61
SHP-01450,2025-12-31,North,Sea,Standard,2974,448.9,2.29,Low,Storm,100.89
SHP-01451,2025-01-26,North,Sea,Express,2999,680.88,6.72,High,Clear,96.64
SHP-01452,2025-02-16,North,Sea,Standard,329,211.46,0.67,Low,Clear,13.89
SHP-01453,2025-10-15,West,Rail,Standard,1092,136.31,3.33,Medium,Rain,30.84
SHP-01454,2025-09-23,South,Air,Express,1668,411.19,1.9,Low,Clear,11.13
SHP-01455,2025-01-16,West,Road,Express,2837,854.76,1.0,High,Rain,66.9
SHP-01456,2025-07-18,East,Road,Standard,420,468.92,3.55,High,Rain,26.78
SHP-01457,2025-10-09,South,Road,Standard,1850,303.65,3.61,High,Rain,45.64
SHP-01458,2025-03-27,East,Rail,Standard,2967,71.88,1.84,Medium,Storm,59.84
SHP-01459,2025-09-07,East,Road,Standard,1753,69.7,10.92,Medium,Rain,53.74
SHP-01460,2025-09-27,East,Road,Standard,2318,215.06,6.69,Low,Rain,59.58
SHP-01461,2025-12-01,South,Rail,Standard,353,254.1,4.49,High,Clear,21.26
SHP-01462,2025-04-27,South,Air,Express,1398,191.63,5.26,High,Storm,24.3
SHP-01463,2025-01-07,West,Road,Standard,1510,157.4,2.81,Medium,Clear,35.19
SHP-01464,2025-05-17,West,Road,Standard,2535,135.28,3.43,Medium,Storm,58.65
SHP-01465,2025-06-25,West,Road,Standard,1243,217.48,3.93,Low,Clear,29.62
SHP-01466,2025-11-24,South,Road,Standard,2472,283.41,3.99,Medium,Clear,49.87
SHP-01467,2025-11-11,West,Road,Express,2478,975.49,6.04,Medium,Rain,60.38
SHP-01468,2025-08-03,South,Rail,Standard,2111,49.13,4.74,Medium,Clear,39.44
SHP-01469,2025-03-23,South,Rail,Standard,2840,413.21,5.41,Medium,Rain,57.62
SHP-01470,2025-08-11,North,Air,Standard,718,163.95,2.72,Low,Clear,5.48
SHP-01471,2025-04-13,East,Road,Express,549,124.18,3.32,High,Rain,24.91
SHP-01472,2025-09-30,North,Air,Standard,1464,181.05,3.4,High,Rain,17.22
SHP-01473,2025-01-14,South,Road,Express,1622,300.31,2.38,High,Rain,36.37
SHP-01474,2025-06-08,West,Rail,Standard,2662,41.38,0.72,Medium,Clear,49.81
SHP-01475,2025-06-01,North,Air,Standard,579,467.76,0.55,Medium,Clear,12.37
SHP-01476,2025-04-18,North,Road,Standard,2056,291.64,1.36,Low,Rain,45.97
SHP-01477,2025-07-07,North,Road,Express,2589,243.51,1.54,High,Clear,54.69
SHP-01478,2025-10-28,West,Sea,Express,1269,171.17,1.95,Medium,Clear,42.59
SHP-01479,2025-04-08,South,Road,Standard,804,20.0,3.41,Medium,Clear,24.29
SHP-01480,2025-05-11,South,Air,Standard,2397,157.69,6.6,Medium,Clear,17.3
SHP-01481,2025-10-20,West,Road,Standard,864,205.38,0.96,High,Clear,24.8
SHP-01482,2025-06-20,West,Air,Standard,2644,617.41,2.51,Low,Clear,22.3
SHP-01483,2025-07-02,South,Road,Standard,776,229.16,4.74,Low,Clear,31.02
SHP-01484,2025-12-30,East,Road,Express,780,260.75,5.23,Medium,Rain,29.18
SHP-01485,2025-02-08,West,Rail,Express,877,123.61,4.26,High,Clear,23.64
SHP-01486,2025-01-15,East,Road,Standard,2699,219.01,3.11,Medium,Storm,63.72
SHP-01487,2025-01-04,North,Road,Standard,1381,63.74,4.65,Medium,Clear,32.3
SHP-01488,2025-12-15,West,Road,Express,2096,193.85,1.08,Medium,Clear,40.31
SHP-01489,2025-07-29,East,Road,Express,2865,391.42,4.56,Medium,Clear,58.44
SHP-01490,2025-06-10,South,Road,Standard,924,215.07,5.53,Medium,Clear,34.22
SHP-01491,2025-01-16,South,Road,Standard,2228,205.64,4.69,Medium,Clear,56.25
SHP-01492,2025-04-18,North,Sea,Standard,2053,387.92,2.86,Low,Rain,70.12
SHP-01493,2025-11-07,North,Road,Standard,1727,389.39,2.87,High,Clear,40.25
SHP-01494,2025-08-15,West,Rail,Standard,657,51.07,1.26,Medium,Rain,21.39
SHP-01495,2025-06-19,North,Road,Standard,2123,429.17,3.05,High,Clear,49.82
SHP-01496,2025-02-03,South,Road,Standard,1527,602.61,4.01,Low,Clear,30.22
SHP-01497,2025-09-08,East,Sea,Standard,684,165.58,4.36,Medium,Clear,30.92
SHP-01498,2025-09-04,North,Road,Standard,1259,177.39,3.64,High,Storm,38.36
SHP-01499,2025-09-26,West,Sea,Standard,533,223.06,0.5,Low,Clear,18.31
SHP-01500,2025-05-21,North,Road,Express,2777,104.6,1.93,Medium,Rain,56.34
SHP-01501,2025-10-01,South,Air,Express,1124,530.1,4.52,Medium,Clear,9.94
SHP-01502,2025-04-06,South,Rail,Standard,1964,669.8,6.07,High,Clear,43.01
SHP-01503,2025-08-15,North,Sea,Standard,2102,460.54,2.2,Low,Clear,66.65
SHP-01504,2025-02-08,North,Rail,Express,638,50.61,8.35,Low,Rain,13.33
SHP-01505,2025-10-29,East,Rail,Standard,2305,143.53,2.87,High,Rain,51.86
SHP-01506,2025-01-29,West,Road,Standard,2354,168.89,3.04,Medium,Clear,48.68
SHP-01507,2025-11-14,North,Road,Standard,1278,203.86,1.64,Low,Rain,28.41
SHP-01508,2025-09-02,East,Sea,Standard,2023,272.91,2.27,Low,Clear,64.43
SHP-01509,2025-08-24,East,Road,Standard,2108,237.37,0.84,High,Storm,54.99
SHP-01510,2025-07-04,West,Road,Express,998,238.68,2.64,Low,Rain,28.66
SHP-01511,2025-09-29,South,Air,Standard,2105,464.34,8.89,Medium,Rain,23.69
SHP-01512,2025-08-24,South,Road,Standard,2129,356.99,3.51,Medium,Rain,52.08
SHP-01513,2025-08-27,South,Sea,Express,2057,217.26,1.08,High,Clear,67.23
SHP-01514,2025-09-23,East,Air,Standard,2637,401.03,3.05,High,Rain,24.37
SHP-01515,2025-12-25,West,Rail,Standard,1791,285.61,4.11,Medium,Clear,36.33
SHP-01516,2025-12-06,North,Sea,Standard,436,407.9,3.0,Low,Clear,14.02
SHP-01517,2025-03-06,South,Road,Standard,1301,613.98,1.2,High,Clear,34.23
SHP-01518,2025-06-26,West,Road,Standard,2737,504.21,3.02,Medium,Clear,62.57
SHP-01519,2025-01-03,West,Rail,Standard,1840,90.99,3.72,High,Clear,50.34
SHP-01520,2025-05-22,West,Road,Standard,1548,231.28,5.28,Medium,Clear,35.14
SHP-01521,2025-06-07,East,Air,Standard,256,331.32,6.01,Medium,Clear,14.13
SHP-01522,2025-11-20,South,Sea,Standard,1868,75.58,4.48,Low,Clear,60.13
SHP-01523,2025-05-26,East,Road,Standard,1830,317.84,5.31,Medium,Rain,52.87
SHP-01524,2025-10-20,East,Road,Standard,2654,332.67,1.72,Medium,Clear,52.98
SHP-01525,2025-06-02,North,Sea,Standard,2445,83.33,4.83,Medium,Rain,83.48
SHP-01526,2025-07-12,East,Road,Standard,842,221.72,5.86,Low,Clear,21.32
SHP-01527,2025-03-14,East,Rail,Express,2331,310.78,1.2,Low,Clear,36.21
SHP-01528,2025-11-01,North,Road,Standard,1774,605.65,5.14,Low,Clear,41.42
SHP-01529,2025-12-10,West,Sea,Standard,1055,243.1,6.45,Medium,Clear,44.85
SHP-01530,2025-05-20,East,Rail,Express,2834,89.91,4.79,High,Clear,47.98
SHP-01531,2025-07-06,West,Air,Standard,991,78.67,2.34,Medium,Clear,13.47
SHP-01532,2025-10-20,North,Air,Standard,1215,178.03,5.31,Medium,Clear,14.36
SHP-01533,2025-03-02,North,Road,Express,2273,313.36,4.72,Low,Clear,47.66
SHP-01534,2025-07-17,East,Road,Express,1727,355.67,2.58,Medium,Rain,42.74
SHP-01535,2025-10-22,South,Air,Standard,498,95.84,12.71,Medium,Clear,13.99
SHP-01536,2025-11-15,East,Road,Standard,641,326.97,0.93,High,Clear,25.27
SHP-01537,2025-10-29,East,Air,Standard,131,32.86,4.17,High,Rain,13.91
SHP-01538,2025-12-10,North,Sea,Express,2232,160.88,0.57,Medium,Clear,70.73
SHP-01539,2025-01-11,East,Rail,Standard,2953,321.91,3.88,High,Storm,62.58
SHP-01540,2025-03-03,South,Air,Standard,1456,518.1,2.61,Low,Clear,11.96
SHP-01541,2025-11-29,South,Air,Express,1530,66.17,5.84,Medium,Clear,11.31
SHP-01542,2025-08-14,West,Air,Standard,2537,296.28,2.99,Low,Clear,18.41
SHP-01543,2025-06-02,West,Road,Express,1129,193.75,4.86,Medium,Clear,31.55
